"scalerank","featurecla","labelrank","sovereignt","sov_a3","adm0_dif","level","type","admin","adm0_a3","geou_dif","geounit","gu_a3","su_dif","subunit","su_a3","brk_diff","name","name_long","brk_a3","brk_name","brk_group","abbrev","postal","formal_en","formal_fr","note_adm0","note_brk","name_sort","name_alt","mapcolor7","mapcolor8","mapcolor9","mapcolor13","pop_est","gdp_md_est","pop_year","lastcensus","gdp_year","economy","income_grp","wikipedia","fips_10","iso_a2","iso_a3","iso_n3","un_a3","wb_a2","wb_a3","woe_id","adm0_a3_is","adm0_a3_us","adm0_a3_un","adm0_a3_wb","continent","region_un","subregion","region_wb","name_len","long_len","abbrev_len","tiny","homepart"
1,"Admin-0 country",5,"Costa Rica","CRI",0,2,"Sovereign country","Costa Rica","CRI",0,"Costa Rica","CRI",0,"Costa Rica","CRI",0,"Costa Rica","Costa Rica","CRI","Costa Rica",NA,"C.R.","CR","Republic of Costa Rica",NA,NA,NA,"Costa Rica",NA,3,2,4,2,4253877,48320,-99,2011,-99,"5. Emerging region: G20","3. Upper middle income",-99,NA,"CR","CRI","188","188","CR","CRI",-99,"CRI","CRI",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",10,10,4,-99,1
1,"Admin-0 country",3,"Cuba","CUB",0,2,"Sovereign country","Cuba","CUB",0,"Cuba","CUB",0,"Cuba","CUB",0,"Cuba","Cuba","CUB","Cuba",NA,"Cuba","CU","Republic of Cuba",NA,NA,NA,"Cuba",NA,3,5,3,4,11451652,108200,-99,2002,-99,"5. Emerging region: G20","3. Upper middle income",-99,NA,"CU","CUB","192","192","CU","CUB",-99,"CUB","CUB",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",4,4,4,-99,1
3,"Admin-0 country",5,"Netherlands","NL1",1,2,"Country","Curaçao","CUW",0,"Curaçao","CUW",0,"Curaçao","CUW",0,"Curaçao","Curaçao","CUW","Curaçao",NA,"Cur.","CW","Curaçao",NA,"Neth.",NA,"Curaçao",NA,4,2,2,9,141766,2838,-99,-99,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"CW","CUW","531","531","CW","CUW",-99,"CUW","CUW",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,4,4,-99
1,"Admin-0 country",5,"United Kingdom","GB1",1,2,"Dependency","Cayman Islands","CYM",0,"Cayman Islands","CYM",0,"Cayman Islands","CYM",0,"Cayman Is.","Cayman Islands","CYM","Cayman Is.",NA,"Cym. Is.","KY","Cayman Islands",NA,"U.K.",NA,"Cayman Islands",NA,6,6,6,3,49035,1939,-99,2010,-99,"5. Emerging region: G20","2. High income: nonOECD",-99,NA,"KY","CYM","136","136","KY","CYM",-99,"CYM","CYM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",10,14,8,2,-99
1,"Admin-0 country",6,"Northern Cyprus","CYN",0,2,"Sovereign country","Northern Cyprus","CYN",0,"Northern Cyprus","CYN",0,"Northern Cyprus","CYN",1,"N. Cyprus","Northern Cyprus","B20","N. Cyprus",NA,"N. Cy.","CN","Turkish Republic of Northern Cyprus",NA,"Self admin.","Self admin.; Claimed by Cyprus","Cyprus, Northern",NA,3,1,4,8,265100,3600,-99,-99,-99,"6. Developing region","3. Upper middle income",-99,NA,"-99","-99","-99","-099","-99","-99",-99,"CYP","CYP",-99,-99,"Asia","Asia","Western Asia","Europe & Central Asia",9,15,6,-99,1
1,"Admin-0 country",5,"Cyprus","CYP",0,2,"Sovereign country","Cyprus","CYP",0,"Cyprus","CYP",0,"Cyprus","CYP",0,"Cyprus","Cyprus","CYP","Cyprus",NA,"Cyp.","CY","Republic of Cyprus",NA,NA,NA,"Cyprus",NA,1,2,3,7,531640,22700,-99,2001,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"CY","CYP","196","196","CY","CYP",-99,"CYP","CYP",-99,-99,"Asia","Asia","Western Asia","Europe & Central Asia",6,6,4,-99,1
1,"Admin-0 country",5,"Czech Republic","CZE",0,2,"Sovereign country","Czech Republic","CZE",0,"Czech Republic","CZE",0,"Czech Republic","CZE",0,"Czech Rep.","Czech Republic","CZE","Czech Rep.",NA,"Cz. Rep.","CZ","Czech Republic",NA,NA,NA,"Czech Republic",NA,1,1,2,6,10211904,265200,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"CZ","CZE","203","203","CZ","CZE",-99,"CZE","CZE",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",10,14,8,-99,1
1,"Admin-0 country",2,"Germany","DEU",0,2,"Sovereign country","Germany","DEU",0,"Germany","DEU",0,"Germany","DEU",0,"Germany","Germany","DEU","Germany",NA,"Ger.","D","Federal Republic of Germany",NA,NA,NA,"Germany",NA,2,5,5,1,82329758,2918000,-99,2011,-99,"1. Developed region: G7","1. High income: OECD",-99,NA,"DE","DEU","276","276","DE","DEU",-99,"DEU","DEU",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",5,"Djibouti","DJI",0,2,"Sovereign country","Djibouti","DJI",0,"Djibouti","DJI",0,"Djibouti","DJI",0,"Djibouti","Djibouti","DJI","Djibouti",NA,"Dji.","DJ","Republic of Djibouti",NA,NA,NA,"Djibouti",NA,1,2,4,8,516055,1885,-99,2009,-99,"7. Least developed region","4. Lower middle income",-99,NA,"DJ","DJI","262","262","DJ","DJI",-99,"DJI","DJI",-99,-99,"Africa","Africa","Eastern Africa","Middle East & North Africa",8,8,4,-99,1
1,"Admin-0 country",6,"Dominica","DMA",0,2,"Sovereign country","Dominica","DMA",0,"Dominica","DMA",0,"Dominica","DMA",0,"Dominica","Dominica","DMA","Dominica",NA,"D'inca","DM","Commonwealth of Dominica",NA,NA,NA,"Dominica",NA,4,5,2,12,72660,719.6,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"DM","DMA","212","212","DM","DMA",-99,"DMA","DMA",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",8,8,6,4,1
1,"Admin-0 country",4,"Denmark","DN1",1,2,"Country","Denmark","DNK",0,"Denmark","DNK",0,"Denmark","DNK",0,"Denmark","Denmark","DNK","Denmark",NA,"Den.","DK","Kingdom of Denmark",NA,NA,NA,"Denmark",NA,4,1,3,12,5500510,203600,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"DK","DNK","208","208","DK","DNK",-99,"DNK","DNK",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",5,"Dominican Republic","DOM",0,2,"Sovereign country","Dominican Republic","DOM",0,"Dominican Republic","DOM",0,"Dominican Republic","DOM",0,"Dominican Rep.","Dominican Republic","DOM","Dominican Rep.",NA,"Dom. Rep.","DO","Dominican Republic",NA,NA,NA,"Dominican Republic",NA,5,2,5,7,9650054,78000,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"DO","DOM","214","214","DO","DOM",-99,"DOM","DOM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",14,18,9,-99,1
1,"Admin-0 country",3,"Algeria","DZA",0,2,"Sovereign country","Algeria","DZA",0,"Algeria","DZA",0,"Algeria","DZA",0,"Algeria","Algeria","DZA","Algeria",NA,"Alg.","DZ","People's Democratic Republic of Algeria",NA,NA,NA,"Algeria",NA,5,1,6,3,34178188,232900,-99,2008,-99,"6. Developing region","3. Upper middle income",-99,NA,"DZ","DZA","012","012","DZ","DZA",-99,"DZA","DZA",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",7,7,4,-99,1
1,"Admin-0 country",3,"Ecuador","ECU",0,2,"Sovereign country","Ecuador","ECU",0,"Ecuador","ECU",0,"Ecuador","ECU",0,"Ecuador","Ecuador","ECU","Ecuador",NA,"Ecu.","EC","Republic of Ecuador",NA,NA,NA,"Ecuador",NA,1,5,2,12,14573101,107700,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"EC","ECU","218","218","EC","ECU",-99,"ECU","ECU",-99,-99,"South America","Americas","South America","Latin America & Caribbean",7,7,4,-99,1
1,"Admin-0 country",2,"Egypt","EGY",0,2,"Sovereign country","Egypt","EGY",0,"Egypt","EGY",0,"Egypt","EGY",0,"Egypt","Egypt","EGY","Egypt",NA,"Egypt","EG","Arab Republic of Egypt",NA,NA,NA,"Egypt, Arab Rep.",NA,4,6,7,2,83082869,443700,-99,2006,-99,"5. Emerging region: G20","4. Lower middle income",-99,NA,"EG","EGY","818","818","EG","EGY",-99,"EGY","EGY",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",5,5,5,-99,1
1,"Admin-0 country",4,"Eritrea","ERI",0,2,"Sovereign country","Eritrea","ERI",0,"Eritrea","ERI",0,"Eritrea","ERI",0,"Eritrea","Eritrea","ERI","Eritrea",NA,"Erit.","ER","State of Eritrea",NA,NA,NA,"Eritrea",NA,3,1,2,12,5647168,3945,-99,1984,-99,"7. Least developed region","5. Low income",-99,NA,"ER","ERI","232","232","ER","ERI",-99,"ERI","ERI",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",7,7,5,-99,1
1,"Admin-0 country",2,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP",0,"Spain","Spain","ESP","Spain",NA,"Sp.","E","Kingdom of Spain",NA,NA,NA,"Spain",NA,4,5,5,5,40525002,1403000,-99,2001,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"ES","ESP","724","724","ES","ESP",-99,"ESP","ESP",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",5,5,3,-99,1
1,"Admin-0 country",6,"Estonia","EST",0,2,"Sovereign country","Estonia","EST",0,"Estonia","EST",0,"Estonia","EST",0,"Estonia","Estonia","EST","Estonia",NA,"Est.","EST","Republic of Estonia",NA,NA,NA,"Estonia",NA,3,2,1,10,1299371,27410,-99,2000,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"EE","EST","233","233","EE","EST",-99,"EST","EST",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",2,"Ethiopia","ETH",0,2,"Sovereign country","Ethiopia","ETH",0,"Ethiopia","ETH",0,"Ethiopia","ETH",0,"Ethiopia","Ethiopia","ETH","Ethiopia",NA,"Eth.","ET","Federal Democratic Republic of Ethiopia",NA,NA,NA,"Ethiopia",NA,4,4,1,13,85237338,68770,-99,2007,-99,"7. Least developed region","5. Low income",-99,NA,"ET","ETH","231","231","ET","ETH",-99,"ETH","ETH",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",8,8,4,-99,1
1,"Admin-0 country",3,"Finland","FI1",1,2,"Country","Finland","FIN",0,"Finland","FIN",0,"Finland","FIN",0,"Finland","Finland","FIN","Finland",NA,"Fin.","FIN","Republic of Finland",NA,NA,NA,"Finland",NA,4,1,4,6,5250275,193500,-99,2010,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"FI","FIN","246","246","FI","FIN",-99,"FIN","FIN",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",6,"Fiji","FJI",0,2,"Sovereign country","Fiji","FJI",0,"Fiji","FJI",0,"Fiji","FJI",0,"Fiji","Fiji","FJI","Fiji",NA,"Fiji","FJ","Republic of Fiji",NA,NA,NA,"Fiji",NA,5,1,2,2,944720,3579,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,NA,"FJ","FJI","242","242","FJ","FJI",-99,"FJI","FJI",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",4,4,4,-99,1
1,"Admin-0 country",5,"United Kingdom","GB1",1,2,"Dependency","Falkland Islands","FLK",0,"Falkland Islands","FLK",0,"Falkland Islands","FLK",1,"Falkland Is.","Falkland Islands","B12","Falkland Is.",NA,"Flk. Is.","FK","Falkland Islands",NA,"U.K.","Admin. by U.K.; Claimed by Argentina","Falkland Islands","Islas Malvinas",6,6,6,3,3140,105.1,-99,-99,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"FK","FLK","238","238","-99","-99",-99,"FLK","FLK",-99,-99,"South America","Americas","South America","Latin America & Caribbean",12,16,8,-99,-99
1,"Admin-0 country",2,"France","FR1",1,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA",0,"France","France","FRA","France",NA,"Fr.","F","French Republic",NA,NA,NA,"France",NA,7,5,9,11,64057792,2128000,-99,-99,-99,"1. Developed region: G7","1. High income: OECD",-99,NA,"FR","FRA","250","250","FR","FRA",-99,"FRA","FRA",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",6,6,3,-99,1
3,"Admin-0 country",6,"Denmark","DN1",1,2,"Dependency","Faroe Islands","FRO",0,"Faroe Islands","FRO",0,"Faroe Islands","FRO",0,"Faeroe Is.","Faeroe Islands","FRO","Faeroe Islands",NA,"Faeroe Is.","FO","Føroyar Is. (Faeroe Is.)",NA,"Den.",NA,"Faeroe Islands",NA,4,1,3,12,48856,1000,-99,2011,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"FO","FRO","234","234","FO","FRO",-99,"FRO","FRO",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",10,14,10,3,-99
3,"Admin-0 country",6,"Federated States of Micronesia","FSM",0,2,"Sovereign country","Federated States of Micronesia","FSM",0,"Federated States of Micronesia","FSM",0,"Federated States of Micronesia","FSM",0,"Micronesia","Federated States of Micronesia","FSM","Micronesia",NA,"F.S.M.","FSM","Federated States of Micronesia",NA,NA,NA,"Micronesia, Federated States of",NA,5,2,4,13,107434,238.1,-99,2000,-99,"6. Developing region","4. Lower middle income",-99,NA,"FM","FSM","583","583","FM","FSM",-99,"FSM","FSM",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",10,30,6,-99,1
1,"Admin-0 country",4,"Gabon","GAB",0,2,"Sovereign country","Gabon","GAB",0,"Gabon","GAB",0,"Gabon","GAB",0,"Gabon","Gabon","GAB","Gabon",NA,"Gabon","GA","Gabonese Republic",NA,NA,NA,"Gabon",NA,6,2,5,5,1514993,21110,-99,2003,-99,"6. Developing region","3. Upper middle income",-99,NA,"GA","GAB","266","266","GA","GAB",-99,"GAB","GAB",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",5,5,5,3,1
1,"Admin-0 country",2,"United Kingdom","GB1",1,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","United Kingdom","GBR","United Kingdom",NA,"U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,NA,NA,"United Kingdom",NA,6,6,6,3,62262000,1977704,0,2011,2009,"1. Developed region: G7","1. High income: OECD",-99,NA,"GB","GBR","826","826","GB","GBR",-99,"GBR","GBR",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",14,14,4,-99,1
1,"Admin-0 country",5,"Georgia","GEO",0,2,"Sovereign country","Georgia","GEO",0,"Georgia","GEO",0,"Georgia","GEO",0,"Georgia","Georgia","GEO","Georgia",NA,"Geo.","GE","Georgia",NA,NA,NA,"Georgia",NA,5,1,3,2,4615807,21510,-99,2002,-99,"6. Developing region","4. Lower middle income",-99,NA,"GE","GEO","268","268","GE","GEO",-99,"GEO","GEO",-99,-99,"Asia","Asia","Western Asia","Europe & Central Asia",7,7,4,-99,1
4,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Country","Guernsey","GGY",0,"Guernsey","GGY",0,"Guernsey","GGY",0,"Guernsey","Guernsey","GGY","Guernsey","Channel Islands","Guern.","GG","Bailiwick of Guernsey",NA,"U.K. crown dependency",NA,"Guernsey",NA,6,6,6,3,68633,2742,-99,2001,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"GG","GGY","831","831","JG","CHI",-99,"GGY","GGY",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",8,8,6,-99,-99
1,"Admin-0 country",3,"Ghana","GHA",0,2,"Sovereign country","Ghana","GHA",0,"Ghana","GHA",0,"Ghana","GHA",0,"Ghana","Ghana","GHA","Ghana",NA,"Ghana","GH","Republic of Ghana",NA,NA,NA,"Ghana",NA,5,3,1,4,23832495,34200,-99,2010,-99,"6. Developing region","4. Lower middle income",-99,NA,"GH","GHA","288","288","GH","GHA",-99,"GHA","GHA",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",5,5,5,-99,1
1,"Admin-0 country",3,"Guinea","GIN",0,2,"Sovereign country","Guinea","GIN",0,"Guinea","GIN",0,"Guinea","GIN",0,"Guinea","Guinea","GIN","Guinea",NA,"Gin.","GN","Republic of Guinea",NA,NA,NA,"Guinea",NA,6,3,7,2,10057975,10600,-99,1996,-99,"7. Least developed region","5. Low income",-99,NA,"GN","GIN","324","324","GN","GIN",-99,"GIN","GIN",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",6,6,4,-99,1
1,"Admin-0 country",6,"Gambia","GMB",0,2,"Sovereign country","Gambia","GMB",0,"Gambia","GMB",0,"Gambia","GMB",0,"Gambia","The Gambia","GMB","Gambia",NA,"Gambia","GM","Republic of the Gambia",NA,NA,NA,"Gambia, The",NA,1,4,1,8,1782893,2272,-99,2003,-99,"7. Least developed region","5. Low income",-99,NA,"GM","GMB","270","270","GM","GMB",-99,"GMB","GMB",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",6,10,6,-99,1
1,"Admin-0 country",6,"Guinea Bissau","GNB",0,2,"Sovereign country","Guinea Bissau","GNB",0,"Guinea Bissau","GNB",0,"Guinea Bissau","GNB",0,"Guinea-Bissau","Guinea-Bissau","GNB","Guinea-Bissau",NA,"GnB.","GW","Republic of Guinea-Bissau",NA,NA,NA,"Guinea-Bissau",NA,3,5,3,4,1533964,904.2,-99,2009,-99,"7. Least developed region","5. Low income",-99,NA,"GW","GNB","624","624","GW","GNB",-99,"GNB","GNB",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",13,13,4,-99,1
1,"Admin-0 country",4,"Equatorial Guinea","GNQ",0,2,"Sovereign country","Equatorial Guinea","GNQ",0,"Equatorial Guinea","GNQ",0,"Equatorial Guinea","GNQ",0,"Eq. Guinea","Equatorial Guinea","GNQ","Eq. Guinea",NA,"Eq. G.","GQ","Republic of Equatorial Guinea",NA,NA,NA,"Equatorial Guinea",NA,4,1,4,8,650702,14060,0,2002,0,"7. Least developed region","2. High income: nonOECD",-99,NA,"GQ","GNQ","226","226","GQ","GNQ",-99,"GNQ","GNQ",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",10,17,6,-99,1
1,"Admin-0 country",3,"Greece","GRC",0,2,"Sovereign country","Greece","GRC",0,"Greece","GRC",0,"Greece","GRC",0,"Greece","Greece","GRC","Greece",NA,"Greece","GR","Hellenic Republic",NA,NA,NA,"Greece",NA,2,2,2,9,10737428,343000,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"GR","GRC","300","300","GR","GRC",-99,"GRC","GRC",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",6,6,6,-99,1
1,"Admin-0 country",6,"Grenada","GRD",0,2,"Sovereign country","Grenada","GRD",0,"Grenada","GRD",0,"Grenada","GRD",0,"Grenada","Grenada","GRD","Grenada",NA,"Gren.","GD","Grenada",NA,NA,NA,"Grenada",NA,2,4,3,6,90739,1161,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"GD","GRD","308","308","GD","GRD",-99,"GRD","GRD",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,5,-99,1
1,"Admin-0 country",3,"Denmark","DN1",1,2,"Country","Greenland","GRL",0,"Greenland","GRL",0,"Greenland","GRL",0,"Greenland","Greenland","GRL","Greenland",NA,"Grlnd.","GL","Greenland",NA,"Den.",NA,"Greenland",NA,4,1,3,12,57600,1100,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"GL","GRL","304","304","GL","GRL",-99,"GRL","GRL",-99,-99,"North America","Americas","Northern America","Europe & Central Asia",9,9,6,-99,-99
1,"Admin-0 country",3,"Guatemala","GTM",0,2,"Sovereign country","Guatemala","GTM",0,"Guatemala","GTM",0,"Guatemala","GTM",0,"Guatemala","Guatemala","GTM","Guatemala",NA,"Guat.","GT","Republic of Guatemala",NA,NA,NA,"Guatemala",NA,3,3,3,6,13276517,68580,-99,2002,-99,"6. Developing region","4. Lower middle income",-99,NA,"GT","GTM","320","320","GT","GTM",-99,"GTM","GTM",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",9,9,5,4,1
3,"Admin-0 country",6,"United States of America","US1",1,2,"Dependency","Guam","GUM",0,"Guam","GUM",0,"Guam","GUM",0,"Guam","Guam","GUM","Guam",NA,"Guam","GU","Territory of Guam",NA,"U.S.A.",NA,"Guam",NA,4,5,1,1,178430,2500,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"GU","GUM","316","316","GU","GUM",-99,"GUM","GUM",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",4,4,4,2,-99
1,"Admin-0 country",4,"Guyana","GUY",0,2,"Sovereign country","Guyana","GUY",0,"Guyana","GUY",0,"Guyana","GUY",0,"Guyana","Guyana","GUY","Guyana",NA,"Guy.","GY","Co-operative Republic of Guyana",NA,NA,NA,"Guyana",NA,3,1,4,8,772298,2966,-99,2002,-99,"6. Developing region","4. Lower middle income",-99,NA,"GY","GUY","328","328","GY","GUY",-99,"GUY","GUY",-99,-99,"South America","Americas","South America","Latin America & Caribbean",6,6,4,-99,1
3,"Admin-0 country",4,"China","CH1",1,2,"Country","Hong Kong S.A.R.","HKG",0,"Hong Kong S.A.R.","HKG",0,"Hong Kong S.A.R.","HKG",0,"Hong Kong","Hong Kong","HKG","Hong Kong",NA,"H.K.","HK","Hong Kong Special Administrative Region, PRC",NA,"China",NA,"Hong Kong SAR, China",NA,4,4,4,3,7061200,351119,2010,2006,2011,"6. Developing region","2. High income: nonOECD",0,NA,"HK","HKG","344","344","HK","HKG",-99,"HKG","HKG",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",9,9,4,-99,-99
5,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Heard Island and McDonald Islands","HMD",0,"Heard Island and McDonald Islands","HMD",0,"Heard Island and McDonald Islands","HMD",0,"Heard I. and McDonald Is.","Heard I. and McDonald Islands","HMD","Heard I. and McDonald Is.",NA,"H.M.Is.","HM","Territory of Heard Island and McDonald Islands",NA,"Auz.",NA,"Heard Island and McDonald Islands",NA,1,2,2,7,-99,-99,-99,-99,-99,"7. Least developed region","5. Low income",-99,NA,"HM","HMD","334","-099","-99","-99",-99,"HMD","HMD",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Sub-Saharan Africa",25,29,7,-99,-99
1,"Admin-0 country",5,"Honduras","HND",0,2,"Sovereign country","Honduras","HND",0,"Honduras","HND",0,"Honduras","HND",0,"Honduras","Honduras","HND","Honduras",NA,"Hond.","HN","Republic of Honduras",NA,NA,NA,"Honduras",NA,2,5,2,5,7792854,33720,-99,2001,-99,"6. Developing region","4. Lower middle income",-99,NA,"HN","HND","340","340","HN","HND",-99,"HND","HND",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",8,8,5,-99,1
1,"Admin-0 country",6,"Croatia","HRV",0,2,"Sovereign country","Croatia","HRV",0,"Croatia","HRV",0,"Croatia","HRV",0,"Croatia","Croatia","HRV","Croatia",NA,"Cro.","HR","Republic of Croatia",NA,NA,NA,"Croatia",NA,5,4,5,1,4489409,82390,-99,2011,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"HR","HRV","191","191","HR","HRV",-99,"HRV","HRV",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",5,"Haiti","HTI",0,2,"Sovereign country","Haiti","HTI",0,"Haiti","HTI",0,"Haiti","HTI",0,"Haiti","Haiti","HTI","Haiti",NA,"Haiti","HT","Republic of Haiti",NA,NA,NA,"Haiti",NA,2,1,7,2,9035536,11500,-99,2003,-99,"7. Least developed region","5. Low income",-99,NA,"HT","HTI","332","332","HT","HTI",-99,"HTI","HTI",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",5,5,5,-99,1
1,"Admin-0 country",5,"Hungary","HUN",0,2,"Sovereign country","Hungary","HUN",0,"Hungary","HUN",0,"Hungary","HUN",0,"Hungary","Hungary","HUN","Hungary",NA,"Hun.","HU","Republic of Hungary",NA,NA,NA,"Hungary",NA,4,6,1,5,9905596,196600,-99,2001,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"HU","HUN","348","348","HU","HUN",-99,"HUN","HUN",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",2,"Indonesia","IDN",0,2,"Sovereign country","Indonesia","IDN",0,"Indonesia","IDN",0,"Indonesia","IDN",0,"Indonesia","Indonesia","IDN","Indonesia",NA,"Indo.","INDO","Republic of Indonesia",NA,NA,NA,"Indonesia",NA,6,6,6,11,240271522,914600,-99,2010,-99,"4. Emerging region: MIKT","4. Lower middle income",-99,NA,"ID","IDN","360","360","ID","IDN",-99,"IDN","IDN",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",9,9,5,-99,1
3,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Country","Isle of Man","IMN",0,"Isle of Man","IMN",0,"Isle of Man","IMN",0,"Isle of Man","Isle of Man","IMN","Isle of Man",NA,"IoMan","IM",NA,NA,"U.K. crown dependency",NA,"Isle of Man",NA,6,6,6,3,76512,2719,-99,2006,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"IM","IMN","833","833","IM","IMY",-99,"IMN","IMN",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",11,11,5,-99,-99
1,"Admin-0 country",2,"India","IND",0,2,"Sovereign country","India","IND",0,"India","IND",0,"India","IND",0,"India","India","IND","India",NA,"India","IND","Republic of India",NA,NA,NA,"India",NA,1,3,2,2,1166079220,3297000,-99,2011,-99,"3. Emerging region: BRIC","4. Lower middle income",-99,NA,"IN","IND","356","356","IN","IND",-99,"IND","IND",-99,-99,"Asia","Asia","Southern Asia","South Asia",5,5,5,-99,1
5,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Indian Ocean Territories","IOA",0,"Indian Ocean Territories","IOA",0,"Indian Ocean Territories","IOA",0,"Indian Ocean Ter.","Indian Ocean Territories","IOA","Indian Ocean Ter.",NA,"Ind. Oc. Ter.","IOT",NA,NA,"Auz.",NA,"Indian Ocean Territories",NA,1,2,2,7,2069,31.035,-99,-99,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"-99","-99","-99","-099","-99","-99",-99,"AUS","AUS",-99,-99,"Asia","Seven seas (open ocean)","Seven seas (open ocean)","East Asia & Pacific",17,24,13,-99,-99
3,"Admin-0 country",5,"United Kingdom","GB1",1,2,"Dependency","British Indian Ocean Territory","IOT",0,"British Indian Ocean Territory","IOT",0,"British Indian Ocean Territory","IOT",1,"Br. Indian Ocean Ter.","British Indian Ocean Territory","B69","Br. Indian Ocean Ter.",NA,"I.O.T.","IO",NA,NA,"U.K.","Admin. by U.K.; Claimed by Mauritius and Seychelles","British Indian Ocean Territory",NA,6,6,6,3,4000,160,-99,-99,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"IO","IOT","086","-099","-99","-99",-99,"IOT","IOT",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Sub-Saharan Africa",21,30,6,5,-99
